idannonce,url_annonce,idagence,idtiers,idPublication,type_annonceur,categorie_annonceur,typedebien,naturebien,typedetransaction,codepostal,codeinsee,ville,idQuartier,nomQuartier,adresse,etage,nb_etages,surface,surface_terrain,nb_chambres,nb_pieces,idtypechauffage,chauffage_energie,chauffage_systeme,chauffage_mode,idtypecommerce,idtypecuisine,prix_bien,prix_maison,prix_terrain,mensualiteFinance,si_balcon,si_sdbain,si_sdEau,balcon,surface_balcon,eau,bain,dpeL,dpeC,mapBoundingboxNortheastLatitude,mapBoundingboxNortheastLongitude,mapBoundingboxSouthwestLatitude,mapBoundingboxSouthwestLongitude,mapCoordonneesLatitude,mapCoordonneesLongitude,mapPoly,logoAgence,nomAgence,urlAgence,telNumber,nom_promoteur,nom_programme,nb_photos,date_first_observation,ges_valeur,ges_class,annee_construction,parking,places_parking,cave,exposition,nb_toilettes,nb_terraces,porte_digicode,ascenseur,logement_neuf,nb_logements_copro,charges_copro,visite_virtuelle,piscine,prix_m_carre,annonce_exclusive,nom_du_reseau
ag850372-231201556,,,,ND1-799,Pro,Agence,Maison/Villa,,Vente,85220,85045,La Chaize-Giraud,,La Chaize-Giraud,,,1.0,140,,4,8,Ã©lectricitÃ© individuel,Ã‰lectrique,,Individuel,,,248250,,,,TRUE,,,1.0,,1.0,1,E,231,,,,,46.64610638050703,-1.8304327912546654,,,,,,,,3,2020-01-22 20:19:29.192350,7,B,,,,,,,,,,Non,,,NA,Non,1678.5714285714287,Non,Mer Et Campagne Immobilier
hektor-saintjeanimmo-24,,,,1162,Pro,Agence,Maison/Villa,,Vente,85160,85234,Saint-Jean-de-Monts,,Garenne - Gatonneau - Beau SÃ©jour,,,,134,439,3,6,sol Ã©lectrique individuel ,Ã‰lectrique,Sol,Individuel,,,404250,,,,,,,,,1.0,1,,,,,,,46.791848410557435,-2.0357273027326928,,,,,,,,9,2020-01-22 20:19:29.192350,,,2017,,3.0,FALSE,Sud-Est-Ouest,2,,,,Non,,,Oui,Non,3016.791044776119,Non,Saint Jean Immobilier
immo-facile-34790223,,,,703FC,Pro,Agence,Maison/Villa,,Vente,85580,85207,Saint-Denis-du-PayrÃ©,,Saint-Denis-du-PayrÃ©,,,,131,1263,4,5,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,152975,,,,,,,,,1,1,C,,,,,,46.41140247105164,-1.2641345000891315,,,,,,,,4,2020-01-22 20:19:29.192350,,D,,,,,,1,,,,Non,,,NA,,1106.8702290076335,Non,
immo-facile-99933697036,,,,3577,Pro,Agence,Maison/Villa,,Vente,85580,85104,Grues,,Grues,,,1.0,131,140,4,6,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,152700,,,,,,,,,1,,VI,,,,,,46.40641467486214,-1.3007146758454875,,,,,,,,7,2020-01-22 20:19:29.192350,,VI,1948.0,,,,,2,,,,Non,,,NA,,1106.8702290076335,Non,Avis-Immobilier
ag850942-226056493,,,,1370149,Pro,Agence,Maison/Villa,,Vente,85360,85294,La Tranche-sur-Mer,,La Tranche-sur-Mer,,,,135,646,3,5,gaz individuel,Gaz,,Individuel,,,262500,,,,,,,,,,,D,184.0,,,,,46.35161280019297,-1.3634952291816542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-adresse-10906659,,,,0-241,Pro,Agence,Maison/Villa,,Vente,85150,85211,Sainte-Flaive-des-Loups,,Sainte-Flaive-des-Loups,,,,140,1371,,1,,,,,,,44000,,,,,,,,,,,VI,,,,,,46.63621068931577,-1.5762793228273155,,,,,,,,5,2020-01-22 20:19:29.192350,,VI,,,,,,,,,,Non,,,NA,,314.2857142857143,Non,L'ADRESSE
immo-facile-34203782,,,,497JJ,Pro,Agence,Maison/Villa,,Vente,85440,85288,Talmont-Saint-Hilaire,,Talmont-Saint-Hilaire,,,,140,452,3,7,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,368500,,,,,,,,,,1,C,100.0,,,,,46.43754596545353,-1.6341382089097005,,,,,,,,6,2020-01-22 20:19:29.192350,15.0,C,,,,,,1,,,,Non,,,NA,,2500.0,Non,
immo-facile-adresse-10556222,,,,1729,Pro,Agence,Maison/Villa,,Vente,85460,85001,L'Aiguillon-sur-Mer,,L'Aiguillon-sur-Mer,,,,139,985,4,6,fuel individuel ,Fioul,,Individuel,,,189500,,,,,,,,,,1,VI,,,,,,46.33162693004225,-1.2987059279124418,,,,,,,,6,2020-01-22 20:19:29.192350,,VI,1900.0,,,,Nord-Sud,1,,,,Non,,,NA,,1363.3093525179856,Non,L'ADRESSE
immo-facile-33583092,,,,02216bz,Pro,Agence,Maison/Villa,,Vente,85750,85004,Angles,,Angles,,,,135,624,4,5,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,253640,,,,,,,,,1,1,D,177.0,,,,,46.4162138713357,-1.3972278075028928,,,,,,,,6,2020-01-22 20:19:29.192350,8.0,B,2007.0,,,,,2,1.0,,,Non,,,NA,Oui,1785.1851851851852,Non,
ag440414-212590989,,,,210936ABE,Pro,Mandataire,Maison/Villa,,Vente,85350,85113,L'ÃŽle-d'Yeu,,Ker Pierre Borny - Ker ChÃ¢lon - Ker Bossy - Ker Chauvineau,,,,140,1333,3,5,,,,,,,393300,,,,,,,,,,1,D,193.0,,,,,46.72826646596701,-2.3614745826632233,,,,,,,,1,2020-01-22 20:19:29.192350,58.0,F,,,,,,,,FALSE,,Non,,,NA,Non,2714.285714285714,Non,Proprietes Privees
immo-facile-adresse-10662724,,,,1428st,Pro,Agence,Maison/Villa,,Vente,85330,85163,Noirmoutier-en-l'ÃŽle,,Centre-ville - Cinq Chemins,,,,140,512,6,8,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,469800,,,,,,,,,,,VI,,,,,,47.00169713483295,-2.2394632102099625,,,,,,,,4,2020-01-22 20:19:29.192350,,G,,,,,,,,,,Non,,,NA,,3214.285714285714,Non,L'ADRESSE
immo-facile-31928764,,,,6894,Pro,Agence,Maison/Villa,,Vente,85490,85020,Benet,,Benet,,,,131,1400,3,6,mixte Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,221000,,,,,,,,,2,,D,177.0,,,,,46.37764652324214,-0.5875775785418624,,,,,,,,7,2020-01-22 20:19:29.192350,9.0,B,2006.0,,,,,2,,,,Non,,,Oui,,1622.1374045801526,Non,
century-21-202_2373_13959,,,,13959,Pro,Agence,Maison/Villa,,Vente,85430,85069,Les Clouzeaux,,Les Clouzeaux,,,,137.5,784,3,5,Electrique - radian CheminÃ©e + radiateur ElectricitÃ©,Ã‰lectrique, Bois,Radiateur, CheminÃ©e,,,,249000,,,,,,,0.0,,1,1,D,211.0,,,,,0.0,0.0,,,,,,,,13,2020-01-22 20:19:29.192350,11.0,C,1984.0,,2.0,,,2,0.0,,,Non,,,NA,Oui,1810.909090909091,Non,Century 21
hektor-cabinetfruchet-9766,,,,5609,Pro,Agence,Maison/Villa,,Vente,85120,85059,La ChÃ¢taigneraie,,La ChÃ¢taigneraie,,,1.0,132,2473,3,4,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,188680,,,,,,,,,1,1,C,146.0,,,,,0.0,0.0,,,,,,,,12,2020-01-22 20:19:29.192350,33.0,D,2000.0,,,TRUE,,1,,,,Non,,,NA,,1348.4848484848485,Non,Cabinet Fruchet
immo-facile-31353488,,,,1137-4,Pro,Agence,Maison/Villa,,Vente,85800,85100,Givrand,,Givrand,,,,131,1000,2,5,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,231800,,,,,,,,,1,,D,200.0,,,,,46.687085065683156,-1.8725507557679337,,,,,,,,6,2020-01-22 20:19:29.192350,35.0,D,1975.0,,,TRUE,,1,,,,Non,,,NA,,1769.4656488549617,Non,
hektor-lagenceimmobilierebouin-603,,,,1290,Pro,Agence,Maison/Villa,,Vente,85710,85096,La Garnache,,La Garnache,,,2.0,138,1300,4,5,individuel ,,,Individuel,,,183400,,,,,,,,,1,1,D,230.0,,,,,46.90695936758854,-1.871275408399993,,,,,,,,3,2020-01-22 20:19:29.192350,,,1980.0,,1.0,FALSE,,1,,,,Non,,,NA,Non,1328.9855072463768,Non,L'Agence ImmobiliÃ¨re Bouin
ag850942-183806437,,,,1301458,Pro,Agence,Maison/Villa,,Vente,85440,85103,Grosbreuil,,Grosbreuil,,,,138,,4,6,Pompe Ã  chaleur pompe Ã  chaleur individuel,,Pompe Ã  chaleur,Individuel,,,245000,,,,,,,,,1,,C,132.0,,,,,46.553080576974075,-1.614790140000926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hektor-cabinetfruchet-6852,,,,5538,Pro,Agence,Maison/Villa,,Vente,85110,85051,Chantonnay,,Chantonnay,,,3.0,140,1500,2,4,radiateur fuel ,Fioul,Radiateur,,,,104325,,,,,,,,,,1,D,213.0,,,,,0.0,0.0,,,,,,,,12,2020-01-22 20:19:29.192350,45.0,E,,,,TRUE,Est,,,,,Non,,,NA,,696.4285714285714,Non,Cabinet Fruchet
immo-facile-27260509,,,,98BC,Pro,Agence,Maison/Villa,,Vente,85300,85284,Soullans,,Soullans,,,,132,1978,3,4,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,278250,,,,,,,,,1,1,D,180.0,,,,,46.7950294578076,-1.8769172015308717,,,,,,,,7,2020-01-22 20:19:29.192350,38.0,E,1900.0,,,,,2,,,,Non,,,NA,,2007.5757575757575,Non,
hektor-LAFAUTESURMER-10511,,,,2339,Pro,Agence,Maison/Villa,,Vente,85460,85001,L'Aiguillon-sur-Mer,,L'Aiguillon-sur-Mer,,,,139,487,2,3,,,,,,,192420,,,,,,,,,2,,,,,,,,46.32531041883903,-1.2967797118474464,,,,,,,,8,2020-01-22 20:19:29.192350,,,,,,FALSE,,2,,,,Non,,,NA,,1294.9640287769785,Non,Agence De La Plage
immo-facile-28580209,,,,01706-LG-hu,Pro,Agence,Maison/Villa,,Vente,85460,85307,La Faute-sur-Mer,,La Faute-sur-Mer,,,,132,1153,4,5,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,304600,,,,,,,,,2,,D,201.0,,,,,46.3322977231177,-1.3228422833341034,,,,,,,,6,2020-01-22 20:19:29.192350,10.0,B,1970.0,,,,,2,,,,Non,,,NA,,2196.969696969697,Non,
ics-len_LENAIN_tra-T18080JM,,,,T18080JM,Pro,Agence,Maison/Villa,,Vente,85700,85063,Les ChÃ¢telliers-ChÃ¢teaumur,,Les ChÃ¢telliers-ChÃ¢teaumur,,,2.0,135.03,1200,4,7,Radiateur Autres Individuel ,,Radiateur,Individuel,,,198550,,,,,,,0.0,,0,1,C,109.0,,,,,0.0,0.0,,,,,,,,9,2020-01-22 20:19:29.192350,5.0,A,1978.0,,0.0,TRUE,Ouest,,1.0,,,Non,,,NA,,1470.4139820780567,Non,Agence ImmobiliÃ¨re Du Bocage
hektor-LAFAUTESURMER-3975,,,,2337,Pro,Agence,Maison/Villa,,Vente,85460,85307,La Faute-sur-Mer,,La Faute-sur-Mer,,,,138,1153,4,6,radiateur individuel ,,Radiateur,Individuel,,,349800,,,,,,,,,2,,D,201.0,,,,,46.31502258799567,-1.317209091963596,,,,,,,,7,2020-01-22 20:19:29.192350,10.0,B,,,,FALSE,Sud,,,,,Non,,,NA,Non,2391.304347826087,Non,Agence De La Plage
hektor-LAFAUTESURMER-2833,,,,2303,Pro,Agence,Maison/Villa,,Vente,85460,85001,L'Aiguillon-sur-Mer,,L'Aiguillon-sur-Mer,,,,134,2100,3,5,radiateur individuel ,,Radiateur,Individuel,,,369200,,,,,,,,,1,1,D,228.0,,,,,46.33566524102336,-1.313003584817297,,,,,,,,7,2020-01-22 20:19:29.192350,13.0,C,1979.0,,,FALSE,,,,,,Non,,,NA,Non,2611.9402985074626,Non,Agence De La Plage
entities-1037271-2004114,,,,SQU-BBBBBBBBBX,Pro,Constructeur maisons,Maison/Villa,,Vente,85660,85262,Saint-Philbert-de-Bouaine,,Saint-Philbert-de-Bouaine,,,,133,420,3,6,,,,,,,227842.0,,,,,,,,,,1,A,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-34354225,,,,7222,Pro,Agence,Maison/Villa,,Vente,85130,85097,La GaubretiÃ¨re,,La GaubretiÃ¨re,,,,131,916,3,6,,,,,,,254800,,,,,,,,,1,,A,,,,,,0.0,0.0,,,,,,,,5,2020-01-22 20:19:29.192350,,C,,,,,,1,,,,Non,,,NA,,1945.0381679389313,Non,
immo-facile-34790223,,,,703FC,Pro,Agence,Maison/Villa,,Vente,85580,85207,Saint-Denis-du-PayrÃ©,,Saint-Denis-du-PayrÃ©,,,,131,1263,4,5,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,152975,,,,,,,,,1,1,C,,,,,,46.41140247105164,-1.2641345000891315,,,,,,,,4,2020-01-22 20:19:29.192350,,D,,,,,,1,,,,Non,,,NA,,1106.8702290076335,Non,
immo-facile-99933697036,,,,3577,Pro,Agence,Maison/Villa,,Vente,85580,85104,Grues,,Grues,,,1.0,131,140,4,6,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,152700,,,,,,,,,1,,VI,,,,,,46.40641467486214,-1.3007146758454875,,,,,,,,7,2020-01-22 20:19:29.192350,,VI,1948.0,,,,,2,,,,Non,,,NA,,1106.8702290076335,Non,Avis-Immobilier
ag850942-226056493,,,,1370149,Pro,Agence,Maison/Villa,,Vente,85360,85294,La Tranche-sur-Mer,,La Tranche-sur-Mer,,,,135,646,3,5,gaz individuel,Gaz,,Individuel,,,262500,,,,,,,,,,,D,184.0,,,,,46.35161280019297,-1.3634952291816542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-adresse-10906659,,,,0-241,Pro,Agence,Maison/Villa,,Vente,85150,85211,Sainte-Flaive-des-Loups,,Sainte-Flaive-des-Loups,,,,140,1371,,1,,,,,,,44000,,,,,,,,,,,VI,,,,,,46.63621068931577,-1.5762793228273155,,,,,,,,5,2020-01-22 20:19:29.192350,,VI,,,,,,,,,,Non,,,NA,,314.2857142857143,Non,L'ADRESSE
immo-facile-34203782,,,,497JJ,Pro,Agence,Maison/Villa,,Vente,85440,85288,Talmont-Saint-Hilaire,,Talmont-Saint-Hilaire,,,,140,452,3,7,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,368500,,,,,,,,,,1,C,100.0,,,,,46.43754596545353,-1.6341382089097005,,,,,,,,6,2020-01-22 20:19:29.192350,15.0,C,,,,,,1,,,,Non,,,NA,,2500.0,Non,
immo-facile-adresse-10556222,,,,1729,Pro,Agence,Maison/Villa,,Vente,85460,85001,L'Aiguillon-sur-Mer,,L'Aiguillon-sur-Mer,,,,139,985,4,6,fuel individuel ,Fioul,,Individuel,,,189500,,,,,,,,,,1,VI,,,,,,46.33162693004225,-1.2987059279124418,,,,,,,,6,2020-01-22 20:19:29.192350,,VI,1900.0,,,,Nord-Sud,1,,,,Non,,,NA,,1363.3093525179856,Non,L'ADRESSE
immo-facile-33583092,,,,02216bz,Pro,Agence,Maison/Villa,,Vente,85750,85004,Angles,,Angles,,,,135,624,4,5,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,253640,,,,,,,,,1,1,D,177.0,,,,,46.4162138713357,-1.3972278075028928,,,,,,,,6,2020-01-22 20:19:29.192350,8.0,B,2007.0,,,,,2,1.0,,,Non,,,NA,Oui,1785.1851851851852,Non,
ag440414-212590989,,,,210936ABE,Pro,Mandataire,Maison/Villa,,Vente,85350,85113,L'ÃŽle-d'Yeu,,Ker Pierre Borny - Ker ChÃ¢lon - Ker Bossy - Ker Chauvineau,,,,140,1333,3,5,,,,,,,393300,,,,,,,,,,1,D,193.0,,,,,46.72826646596701,-2.3614745826632233,,,,,,,,1,2020-01-22 20:19:29.192350,58.0,F,,,,,,,,FALSE,,Non,,,NA,Non,2714.285714285714,Non,Proprietes Privees
immo-facile-adresse-10662724,,,,1428st,Pro,Agence,Maison/Villa,,Vente,85330,85163,Noirmoutier-en-l'ÃŽle,,Centre-ville - Cinq Chemins,,,,140,512,6,8,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,469800,,,,,,,,,,,VI,,,,,,47.00169713483295,-2.2394632102099625,,,,,,,,4,2020-01-22 20:19:29.192350,,G,,,,,,,,,,Non,,,NA,,3214.285714285714,Non,L'ADRESSE
immo-facile-31928764,,,,6894,Pro,Agence,Maison/Villa,,Vente,85490,85020,Benet,,Benet,,,,131,1400,3,6,mixte Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,221000,,,,,,,,,2,,D,177.0,,,,,46.37764652324214,-0.5875775785418624,,,,,,,,7,2020-01-22 20:19:29.192350,9.0,B,2006.0,,,,,2,,,,Non,,,Oui,,1622.1374045801526,Non,
century-21-202_2373_13959,,,,13959,Pro,Agence,Maison/Villa,,Vente,85430,85069,Les Clouzeaux,,Les Clouzeaux,,,,137.5,784,3,5,Electrique - radian CheminÃ©e + radiateur ElectricitÃ©,Ã‰lectrique, Bois,Radiateur, CheminÃ©e,,,,249000,,,,,,,0.0,,1,1,D,211.0,,,,,0.0,0.0,,,,,,,,13,2020-01-22 20:19:29.192350,11.0,C,1984.0,,2.0,,,2,0.0,,,Non,,,NA,Oui,1810.909090909091,Non,Century 21
hektor-cabinetfruchet-9766,,,,5609,Pro,Agence,Maison/Villa,,Vente,85120,85059,La ChÃ¢taigneraie,,La ChÃ¢taigneraie,,,1.0,132,2473,3,4,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,188680,,,,,,,,,1,1,C,146.0,,,,,0.0,0.0,,,,,,,,12,2020-01-22 20:19:29.192350,33.0,D,2000.0,,,TRUE,,1,,,,Non,,,NA,,1348.4848484848485,Non,Cabinet Fruchet
immo-facile-31353488,,,,1137-4,Pro,Agence,Maison/Villa,,Vente,85800,85100,Givrand,,Givrand,,,,131,1000,2,5,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,231800,,,,,,,,,1,,D,200.0,,,,,46.687085065683156,-1.8725507557679337,,,,,,,,6,2020-01-22 20:19:29.192350,35.0,D,1975.0,,,TRUE,,1,,,,Non,,,NA,,1769.4656488549617,Non,
hektor-lagenceimmobilierebouin-603,,,,1290,Pro,Agence,Maison/Villa,,Vente,85710,85096,La Garnache,,La Garnache,,,2.0,138,1300,4,5,individuel ,,,Individuel,,,183400,,,,,,,,,1,1,D,230.0,,,,,46.90695936758854,-1.871275408399993,,,,,,,,3,2020-01-22 20:19:29.192350,,,1980.0,,1.0,FALSE,,1,,,,Non,,,NA,Non,1328.9855072463768,Non,L'Agence ImmobiliÃ¨re Bouin
ag850942-183806437,,,,1301458,Pro,Agence,Maison/Villa,,Vente,85440,85103,Grosbreuil,,Grosbreuil,,,,138,,4,6,Pompe Ã  chaleur pompe Ã  chaleur individuel,,Pompe Ã  chaleur,Individuel,,,245000,,,,,,,,,1,,C,132.0,,,,,46.553080576974075,-1.614790140000926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hektor-cabinetfruchet-6852,,,,5538,Pro,Agence,Maison/Villa,,Vente,85110,85051,Chantonnay,,Chantonnay,,,3.0,140,1500,2,4,radiateur fuel ,Fioul,Radiateur,,,,104325,,,,,,,,,,1,D,213.0,,,,,0.0,0.0,,,,,,,,12,2020-01-22 20:19:29.192350,45.0,E,,,,TRUE,Est,,,,,Non,,,NA,,696.4285714285714,Non,Cabinet Fruchet
immo-facile-27260509,,,,98BC,Pro,Agence,Maison/Villa,,Vente,85300,85284,Soullans,,Soullans,,,,132,1978,3,4,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,278250,,,,,,,,,1,1,D,180.0,,,,,46.7950294578076,-1.8769172015308717,,,,,,,,7,2020-01-22 20:19:29.192350,38.0,E,1900.0,,,,,2,,,,Non,,,NA,,2007.5757575757575,Non,
hektor-LAFAUTESURMER-10511,,,,2339,Pro,Agence,Maison/Villa,,Vente,85460,85001,L'Aiguillon-sur-Mer,,L'Aiguillon-sur-Mer,,,,139,487,2,3,,,,,,,192420,,,,,,,,,2,,,,,,,,46.32531041883903,-1.2967797118474464,,,,,,,,8,2020-01-22 20:19:29.192350,,,,,,FALSE,,2,,,,Non,,,NA,,1294.9640287769785,Non,Agence De La Plage
immo-facile-28580209,,,,01706-LG-hu,Pro,Agence,Maison/Villa,,Vente,85460,85307,La Faute-sur-Mer,,La Faute-sur-Mer,,,,132,1153,4,5,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,304600,,,,,,,,,2,,D,201.0,,,,,46.3322977231177,-1.3228422833341034,,,,,,,,6,2020-01-22 20:19:29.192350,10.0,B,1970.0,,,,,2,,,,Non,,,NA,,2196.969696969697,Non,
ics-len_LENAIN_tra-T18080JM,,,,T18080JM,Pro,Agence,Maison/Villa,,Vente,85700,85063,Les ChÃ¢telliers-ChÃ¢teaumur,,Les ChÃ¢telliers-ChÃ¢teaumur,,,2.0,135.03,1200,4,7,Radiateur Autres Individuel ,,Radiateur,Individuel,,,198550,,,,,,,0.0,,0,1,C,109.0,,,,,0.0,0.0,,,,,,,,9,2020-01-22 20:19:29.192350,5.0,A,1978.0,,0.0,TRUE,Ouest,,1.0,,,Non,,,NA,,1470.4139820780567,Non,Agence ImmobiliÃ¨re Du Bocage
hektor-LAFAUTESURMER-3975,,,,2337,Pro,Agence,Maison/Villa,,Vente,85460,85307,La Faute-sur-Mer,,La Faute-sur-Mer,,,,138,1153,4,6,radiateur individuel ,,Radiateur,Individuel,,,349800,,,,,,,,,2,,D,201.0,,,,,46.31502258799567,-1.317209091963596,,,,,,,,7,2020-01-22 20:19:29.192350,10.0,B,,,,FALSE,Sud,,,,,Non,,,NA,Non,2391.304347826087,Non,Agence De La Plage
hektor-LAFAUTESURMER-2833,,,,2303,Pro,Agence,Maison/Villa,,Vente,85460,85001,L'Aiguillon-sur-Mer,,L'Aiguillon-sur-Mer,,,,134,2100,3,5,radiateur individuel ,,Radiateur,Individuel,,,369200,,,,,,,,,1,1,D,228.0,,,,,46.33566524102336,-1.313003584817297,,,,,,,,7,2020-01-22 20:19:29.192350,13.0,C,1979.0,,,FALSE,,,,,,Non,,,NA,Non,2611.9402985074626,Non,Agence De La Plage
entities-1037271-2004114,,,,SQU-BBBBBBBBBX,Pro,Constructeur maisons,Maison/Villa,,Vente,85660,85262,Saint-Philbert-de-Bouaine,,Saint-Philbert-de-Bouaine,,,,133,420,3,6,,,,,,,227842.0,,,,,,,,,,1,A,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-34354225,,,,7222,Pro,Agence,Maison/Villa,,Vente,85130,85097,La GaubretiÃ¨re,,La GaubretiÃ¨re,,,,131,916,3,6,,,,,,,254800,,,,,,,,,1,,A,,,,,,0.0,0.0,,,,,,,,5,2020-01-22 20:19:29.192350,,C,,,,,,1,,,,Non,,,NA,,1945.0381679389313,Non,
ag752451-229797763,,,,201237086,Pro,Agence,Maison/Villa,,Viager,37800,37187,Ports,,Ports,,,,97,7596,3,5,fuel ,Fioul,,,,,84175,,,,FALSE,,,,,1,,A,,,,,,47.01779533592025,0.5377902192318172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hektor-12_initial-immobilier-803,,,,12_948-0122-MB,Pro,Mandataire,Maison/Villa,,Vente,37390,37172,Notre-Dame-d'OÃ©,,Notre-Dame-d'OÃ©,,,2.0,100,837,3,5,radiateur gaz ,Gaz,Radiateur,,,,279000,,,,,,,,,1,,D,159.51,,,,,47.45820838704728,0.7085319324640623,,,,,,,,10,2020-01-22 20:19:29.192350,33.0,D,1997.0,,2,FALSE,,1.0,1.0,,,Non,,,NA,Non,2700.0,Oui,Initial Immobilier
citya-immobilier-12453-TMAI111739,,,,TMAI111739,Pro,Agence,Maison/Villa,,Vente,37390,37054,Chanceaux-sur-Choisille,,Chanceaux-sur-Choisille,,,2.0,95,527,4,5,Radiateur Autres Individuel ,,Radiateur,Individuel,,,230000,,,,,,,0.0,,1,0.0,E,266.0,,,,,47.471015969077335,0.705533614886843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-99933730490,,,,2652,Pro,Agence,Maison/Villa,,Vente,37390,37172,Notre-Dame-d'OÃ©,,Notre-Dame-d'OÃ©,,,,98,748,4,5,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,269900,,,,,,,,,2,,VI,,,,,,47.45861697623605,0.7146128845882694,,,,,,,,8,2020-01-22 20:19:29.192350,,VI,1994.0,,2,FALSE,,2.0,,,,Non,,,NA,Oui,2602.0408163265306,Oui,
era-321800,,,,3720X,Pro,Agence,Maison/Villa,,Vente,37100,37261,Tours,,Douets MilletiÃ¨re,,,,91.94,250,3,5,,,,,,,192600,,,,,,,,,,,F,,,,,,47.436094,0.691322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-33607652,,,,ESV5852,Pro,Agence,Maison/Villa,,Vente,37310,37192,Reignac-sur-Indre,,Reignac-sur-Indre,,,,97,1300,2,5,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,159970,,,,,,,,,2,,F,368.0,,,,,47.2257643818532,0.9127096169434258,,,,,,,,9,2020-01-22 20:19:29.192350,73.0,F,1850.0,,,,Sud,,,,,Non,,,NA,,1649.1752577319587,Oui,GSM Immobilier
immo-facile-33447240,,,,ESV5856,Pro,Agence,Maison/Villa,,Vente,37270,37015,Azay-sur-Cher,,Azay-sur-Cher,,,,91,25,2,3,Ã©lectrique ,Ã‰lectrique,,,,,185900,,,,,,,,,,1.0,E,320.0,,,,,47.347583013313745,0.8399292062688843,,,,,,,,12,2020-01-22 20:19:29.192350,10.0,B,1800.0,,2,,Est-Ouest,,,,,Non,,,NA,,2042.857142857143,Oui,GSM Immobilier
hektor-metbimmobilier-27306,,,,AG1491,Pro,Agence,Maison/Villa,,Vente,37170,37050,Chambray-lÃ¨s-Tours,,Chambray-lÃ¨s-Tours,,,1.0,97,306,3,4,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,244000,,,,,,,,,,1.0,D,217.0,,,,,47.33810278490976,0.68939198214239,,,,,,,,5,2020-01-22 20:19:29.192350,10.0,B,1999.0,,,FALSE,,2.0,,,,Non,,,NA,Non,2515.463917525773,Oui,M & B Immobilier
immo-facile-adresse-10951553,,,,453119,Pro,Agence,Maison/Villa,,Vente,37240,37130,Ligueil,,Ligueil,,,,97,2520,3,4,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,119150,,,,,,,,,2,,E,325.0,,,,,47.035026779523676,0.8148904417397441,,,,,,,,6,2020-01-22 20:19:29.192350,12.0,C,1978.0,,,,,3.0,,,,Non,,,NA,,1228.3505154639174,Oui,L'ADRESSE
immo-facile-35173913,,,,MTS5832-cpy,Pro,Agence,Maison/Villa,,Vente,37260,37006,Artannes-sur-Indre,,Artannes-sur-Indre,,,,99,806,3,5,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,234500,,,,,,,,,1,,C,140.0,,,,,47.27030501081572,0.5863829436633468,,,,,,,,9,2020-01-22 20:19:29.192350,32.0,D,2002.0,,,FALSE,Est-Ouest,,1.0,,,Non,,,NA,Non,2368.686868686869,Oui,
immo-facile-34432374,,,,TMAI75LR,Pro,Agence,Maison/Villa,,Vente,37540,37214,Saint-Cyr-sur-Loire,,Grosse Borne,,,1.0,92,1162,3,4,individuel ,,,Individuel,,,256800,,,,,,,,,,1.0,F,336.0,,,,,47.42338338346502,0.6576515268281965,,,,,,,,10,2020-01-22 20:19:29.192350,15.0,C,1987.0,,,,Ouest,,,,,Non,,,NA,,2608.695652173913,Oui,
